cf_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id,contact_id
611,"Long, Morgan and Mitchell",Upgradable 4thgeneration productivity,42600.0,8517.0,failed,243,US,USD,2020-11-07,2021-06-16,cat02,scat02,3717
3195,"Calhoun, Rogers and Long",Progressive discrete hub,6600.0,3012.0,failed,65,US,USD,2020-04-25,2021-03-22,cat02,scat08,3963
1221,Sandoval Group,Assimilated multi-tasking archive,7100.0,8716.0,successful,126,US,USD,2021-08-30,2021-09-21,cat02,scat017,2152
2536,Smith and Sons,Upgradable high-level solution,15800.0,57157.0,successful,524,US,USD,2021-02-02,2021-12-15,cat02,scat06,2974
1834,King Inc,Organic bandwidth-monitored frame,8200.0,5178.0,failed,100,DK,DKK,2020-08-06,2021-08-30,cat03,scat09,1268
593,Perry and Sons,Business-focused logistical framework,54700.0,163118.0,successful,1989,US,USD,2021-03-14,2021-06-02,cat05,scat07,1822
3039,Palmer Inc,Universal multi-state capability,63200.0,6041.0,failed,168,US,USD,2021-04-05,2021-07-05,cat02,scat06,5066
777,"Hull, Baker and Martinez",Digitized reciprocal infrastructure,1800.0,968.0,failed,13,US,USD,2020-03-14,2021-03-13,cat02,scat02,5075
835,"Becker, Rice and White",Reduced dedicated capability,100.0,2.0,failed,1,CA,CAD,2020-09-24,2021-05-26,cat04,scat04,3855
797,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100.0,14305.0,successful,157,US,USD,2021-02-09,2021-10-26,cat03,scat03,5923
509,Mcknight-Freeman,Upgradable scalable methodology,8300.0,6543.0,canceled,82,US,USD,2020-08-13,2021-04-22,cat01,scat01,1867
2286,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900.0,193413.0,successful,4498,AU,AUD,2021-05-24,2021-09-24,cat04,scat04,4376
2110,Daniel-Luna,Mandatory multimedia leverage,75000.0,2529.0,failed,40,US,USD,2020-10-20,2021-01-17,cat02,scat018,2785
1038,Weaver-Marquez,Focused analyzing circuit,1300.0,5614.0,successful,80,US,USD,2021-04-10,2022-01-04,cat04,scat04,5884
2893,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000.0,3496.0,canceled,57,US,USD,2021-06-04,2021-10-29,cat06,scat014,2441
805,Carney-Anderson,Digitized 5thgeneration knowledgebase,1000.0,4257.0,successful,43,US,USD,2020-12-25,2021-08-29,cat02,scat02,1243
225,Jackson Inc,Mandatory multi-tasking encryption,196900.0,199110.0,successful,2053,US,USD,2020-12-07,2021-08-21,cat05,scat05,3411
968,Warren Ltd,Distributed system-worthy application,194500.0,41212.0,live,808,AU,AUD,2021-06-07,2021-09-21,cat05,scat05,2467
1369,Schultz Inc,Synergistic tertiary time-frame,9400.0,6338.0,failed,226,DK,DKK,2021-01-28,2021-08-24,cat05,scat023,1850
1417,Thompson LLC,Customer-focused impactful benchmark,104400.0,99100.0,failed,1625,US,USD,2020-06-13,2021-06-17,cat04,scat04,2604
3011,Johnson Inc,Profound next generation infrastructure,8100.0,12300.0,successful,168,US,USD,2020-02-24,2021-03-05,cat04,scat04,1693
2691,Morgan-Warren,Face-to-face encompassing info-mediaries,87900.0,171549.0,successful,4289,US,USD,2020-12-20,2021-07-30,cat02,scat08,2969
2159,Sullivan Group,Open-source fresh-thinking policy,1400.0,14324.0,successful,165,US,USD,2021-06-01,2021-07-24,cat02,scat02,1544
2515,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800.0,6024.0,failed,143,US,USD,2020-10-07,2021-05-14,cat04,scat04,4149
544,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700.0,188721.0,successful,1815,US,USD,2020-08-22,2021-01-06,cat04,scat04,3463
3030,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400.0,57911.0,failed,934,US,USD,2021-03-09,2021-06-28,cat05,scat023,2939
817,Price-Rodriguez,Adaptive logistical initiative,5700.0,12309.0,successful,397,GB,GBP,2021-02-04,2021-04-26,cat05,scat013,2202
1400,Huang-Henderson,Stand-alone mobile customer loyalty,41700.0,138497.0,successful,1539,US,USD,2020-08-30,2021-08-04,cat05,scat011,1728
657,Owens-Le,Focused composite approach,7900.0,667.0,failed,17,US,USD,2021-07-31,2021-12-01,cat04,scat04,5362
966,Huff LLC,Face-to-face clear-thinking Local Area Network,121500.0,119830.0,failed,2179,US,USD,2021-04-10,2021-10-01,cat01,scat01,4840
1558,Johnson LLC,Cross-group cohesive circuit,4800.0,6623.0,successful,138,US,USD,2020-12-18,2021-04-27,cat08,scat015,2955
1379,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300.0,81897.0,failed,931,US,USD,2021-03-28,2021-08-25,cat04,scat04,5354
286,Lester-Moore,Diverse analyzing definition,46300.0,186885.0,successful,3594,US,USD,2021-01-01,2021-05-30,cat05,scat023,3847
894,Fox-Quinn,Enterprise-wide reciprocal success,67800.0,176398.0,successful,5880,US,USD,2020-10-14,2021-02-28,cat02,scat02,3025
709,Garcia Inc,Progressive neutral middleware,3000.0,10999.0,successful,112,US,USD,2020-11-26,2021-02-08,cat08,scat015,1615
1599,Johnson-Lee,Intuitive exuding process improvement,60900.0,102751.0,successful,943,US,USD,2020-08-07,2021-06-15,cat07,scat021,5154
905,Pineda Group,Exclusive real-time protocol,137900.0,165352.0,successful,2468,US,USD,2021-05-12,2021-10-18,cat05,scat011,5005
146,Hoffman-Howard,Extended encompassing application,85600.0,165798.0,successful,2551,US,USD,2020-12-19,2021-03-10,cat07,scat021,1349
1632,"Miranda, Hall and Mcgrath",Progressive value-added ability,2400.0,10084.0,successful,101,US,USD,2021-01-25,2021-06-15,cat07,scat012,3670
537,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.0,5523.0,canceled,67,US,USD,2021-02-12,2021-09-13,cat04,scat04,2912
1289,Davis-Rodriguez,Progressive secondary portal,3400.0,5823.0,successful,92,US,USD,2020-12-05,2021-11-09,cat04,scat04,4336
2712,"Reid, Rivera and Perry",Multi-lateral national adapter,3800.0,6000.0,successful,62,US,USD,2021-10-15,2021-10-19,cat05,scat011,5576
1980,Mendoza-Parker,Enterprise-wide motivating matrices,7500.0,8181.0,successful,149,IT,EUR,2020-06-16,2021-06-28,cat07,scat012,2736
296,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600.0,3589.0,failed,92,US,USD,2020-09-15,2021-02-23,cat05,scat011,3321
1760,Gallegos-Cobb,Object-based directional function,39500.0,4323.0,failed,57,AU,AUD,2021-01-21,2021-12-01,cat02,scat02,3353
2435,Ellison PLC,Re-contextualized tangible open architecture,9300.0,14822.0,successful,329,US,USD,2021-03-15,2021-11-14,cat05,scat011,2336
2343,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,10138.0,successful,97,DK,DKK,2020-06-11,2021-02-28,cat04,scat04,4369
2556,Mason-Sanders,Networked web-enabled instruction set,3200.0,3127.0,failed,41,US,USD,2021-04-12,2021-12-03,cat03,scat09,4464
2495,Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,123124.0,successful,1784,US,USD,2020-04-19,2021-02-20,cat04,scat04,5626
2497,Gonzalez-Martinez,Vision-oriented actuating open system,168500.0,171729.0,successful,1684,AU,AUD,2021-01-17,2021-07-23,cat06,scat010,1669
1955,"Hill, Martin and Garcia",Sharable scalable core,8400.0,10729.0,successful,250,US,USD,2020-08-22,2021-03-01,cat02,scat02,5544
1129,Garcia PLC,Customer-focused attitude-oriented function,2300.0,10240.0,successful,238,US,USD,2021-04-17,2021-08-28,cat04,scat04,6078
636,Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,3988.0,successful,53,US,USD,2021-05-02,2021-12-28,cat04,scat04,2580
434,Russell-Gardner,Re-engineered systematic monitoring,2900.0,14771.0,successful,214,US,USD,2020-09-16,2021-03-22,cat04,scat04,3592
1231,Walters-Carter,Seamless value-added standardization,4500.0,14649.0,successful,222,US,USD,2020-11-20,2021-11-27,cat03,scat03,4914
3162,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800.0,184658.0,successful,1884,US,USD,2020-09-20,2021-01-15,cat06,scat014,3848
1717,Roberts and Sons,Streamlined holistic knowledgebase,6200.0,13103.0,successful,218,AU,AUD,2020-11-03,2021-08-02,cat07,scat021,2619
211,Avila-Nelson,Up-sized intermediate website,61500.0,168095.0,successful,6465,US,USD,2020-03-25,2021-02-19,cat06,scat019,4605
2635,Robbins and Sons,Future-proofed directional synergy,100.0,3.0,failed,1,US,USD,2020-09-16,2021-02-27,cat02,scat02,6147
1854,Singleton Ltd,Enhanced user-facing function,7100.0,3840.0,failed,101,US,USD,2020-08-01,2021-07-30,cat04,scat04,1383
436,Perez PLC,Operative bandwidth-monitored interface,1000.0,6263.0,successful,59,US,USD,2020-11-25,2021-08-28,cat04,scat04,1757
2965,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500.0,108161.0,failed,1335,CA,CAD,2020-09-03,2021-02-24,cat05,scat07,4390
1034,Barry Group,De-engineered static Local Area Network,4600.0,8505.0,successful,88,US,USD,2021-06-24,2021-08-28,cat06,scat010,4165
614,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500.0,96735.0,successful,1697,US,USD,2020-11-03,2021-09-27,cat02,scat02,4529
1792,Smith-Reid,Optimized actuating toolset,4100.0,959.0,failed,15,GB,GBP,2020-11-03,2021-10-17,cat02,scat02,6084
121,Williams Inc,Decentralized exuding strategy,5700.0,8322.0,successful,92,US,USD,2020-05-03,2021-05-08,cat04,scat04,2916
2936,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,13424.0,successful,186,US,USD,2020-11-14,2021-10-24,cat04,scat04,2005
2081,Watkins Ltd,Multi-channeled responsive implementation,1800.0,10755.0,successful,138,US,USD,2021-04-07,2021-06-30,cat08,scat015,2261
1204,Allen-Jones,Centralized modular initiative,6300.0,9935.0,successful,261,US,USD,2021-07-15,2021-10-12,cat02,scat02,5342
669,Mason-Smith,Reverse-engineered cohesive migration,84300.0,26303.0,failed,454,US,USD,2021-08-04,2021-09-13,cat02,scat02,4087
735,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700.0,5328.0,successful,107,US,USD,2021-02-27,2021-10-02,cat02,scat08,2761
933,Walker Ltd,Organic eco-centric success,2900.0,10756.0,successful,199,US,USD,2020-10-26,2021-05-06,cat08,scat015,2908
3055,Gordon PLC,Virtual reciprocal policy,45600.0,165375.0,successful,5512,US,USD,2021-08-29,2021-10-30,cat04,scat04,2155
270,Lee and Sons,Persevering interactive emulation,4900.0,6031.0,successful,86,US,USD,2020-05-15,2021-03-10,cat04,scat04,5642
647,Cole LLC,Proactive responsive emulation,111900.0,85902.0,failed,3182,IT,EUR,2021-08-07,2022-01-13,cat02,scat018,6217
1219,Acosta PLC,Extended eco-centric function,61600.0,143910.0,successful,2768,AU,AUD,2021-05-08,2021-09-24,cat04,scat04,4222
1257,Brown-Mckee,Networked optimal productivity,1500.0,2708.0,successful,48,US,USD,2021-03-23,2022-01-10,cat05,scat05,4798
2162,Miles and Sons,Persistent attitude-oriented approach,3500.0,8842.0,successful,87,US,USD,2021-06-11,2021-06-24,cat05,scat020,5660
2274,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900.0,47260.0,canceled,1890,US,USD,2021-10-07,2021-10-13,cat07,scat012,5000
2284,Foley-Cox,Progressive zero administration leverage,153700.0,1953.0,live,61,US,USD,2021-07-09,2022-01-13,cat08,scat015,2809
407,"Horton, Morrison and Clark",Networked radical neural-net,51100.0,155349.0,successful,1894,US,USD,2021-06-18,2021-10-25,cat04,scat04,3349
2440,Thomas and Sons,Re-engineered heuristic forecast,7800.0,10704.0,successful,282,CA,CAD,2020-11-04,2021-07-15,cat04,scat04,3647
2476,Morgan-Jenkins,Fully-configurable background algorithm,2400.0,773.0,failed,15,US,USD,2021-09-13,2021-12-03,cat04,scat04,5745
41,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900.0,9419.0,successful,116,US,USD,2021-06-02,2021-12-31,cat06,scat019,2583
890,Fields Ltd,Front-line foreground project,5500.0,5324.0,failed,133,US,USD,2021-05-23,2021-06-21,cat07,scat012,5441
2743,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,7465.0,successful,83,US,USD,2020-12-14,2021-04-24,cat04,scat04,2090
266,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,8799.0,successful,91,US,USD,2021-03-28,2021-08-23,cat03,scat03,3386
3113,Smith-Jenkins,Vision-oriented methodical application,8000.0,13656.0,successful,546,US,USD,2020-10-02,2021-07-25,cat04,scat04,1816
1909,Braun PLC,Function-based high-level infrastructure,2500.0,14536.0,successful,393,US,USD,2021-07-06,2021-11-05,cat05,scat011,4718
962,Drake PLC,Profound object-oriented paradigm,164500.0,150552.0,failed,2062,US,USD,2020-02-25,2021-04-06,cat04,scat04,1677
213,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400.0,9076.0,successful,133,US,USD,2021-07-20,2021-08-18,cat05,scat020,4218
2741,Lucas-Mullins,Business-focused dynamic instruction set,8100.0,1517.0,failed,29,DK,DKK,2020-05-27,2021-03-20,cat02,scat02,4548
2589,Tran LLC,Ameliorated fresh-thinking protocol,9800.0,8153.0,failed,132,US,USD,2021-02-20,2021-04-10,cat03,scat03,1431
1238,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,6357.0,successful,254,US,USD,2020-08-19,2021-01-25,cat04,scat04,2830
164,Obrien-Aguirre,Devolved uniform complexity,112100.0,19557.0,canceled,184,US,USD,2021-02-15,2021-11-12,cat04,scat04,4400
2685,Ferguson PLC,Public-key intangible superstructure,6300.0,13213.0,successful,176,US,USD,2020-10-03,2021-02-19,cat02,scat06,5773
2836,Garcia Ltd,Secured global success,5600.0,5476.0,failed,137,DK,DKK,2020-12-13,2021-04-14,cat02,scat017,4161
2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,13474.0,successful,337,CA,CAD,2021-03-11,2021-08-18,cat04,scat04,2062
3111,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600.0,91722.0,failed,908,US,USD,2020-11-18,2021-08-16,cat05,scat05,3458
1414,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,8219.0,successful,107,US,USD,2021-03-05,2022-02-20,cat03,scat03,3174
2765,Ho-Harris,Versatile cohesive encoding,7300.0,717.0,failed,10,US,USD,2020-12-01,2021-09-28,cat01,scat01,5565
939,Ross Group,Organized executive solution,6500.0,1065.0,canceled,32,IT,EUR,2021-02-02,2021-03-26,cat04,scat04,1906
390,Turner-Davis,Automated local emulation,600.0,8038.0,successful,183,US,USD,2021-02-17,2021-06-09,cat04,scat04,5479
2851,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.0,68769.0,failed,1910,CH,CHF,2021-02-07,2021-10-24,cat04,scat04,4320
1607,Smith-Hess,Grass-roots real-time Local Area Network,6100.0,3352.0,failed,38,AU,AUD,2020-04-28,2021-03-10,cat04,scat04,4213
3201,"Brown, Herring and Bass",Organized client-driven capacity,7200.0,6785.0,failed,104,AU,AUD,2020-11-26,2021-03-11,cat04,scat04,3373
641,"Chase, Garcia and Johnson",Adaptive intangible database,3500.0,5037.0,successful,72,US,USD,2021-05-20,2021-06-21,cat02,scat02,4184
524,Ramsey and Sons,Grass-roots contextually-based algorithm,3800.0,1954.0,failed,49,US,USD,2021-11-23,2022-02-05,cat01,scat01,5472
2423,Cooke PLC,Focused executive core,100.0,5.0,failed,1,DK,DKK,2020-12-05,2021-09-25,cat06,scat010,5559
1532,Wong-Walker,Multi-channeled disintermediate policy,900.0,12102.0,successful,295,US,USD,2021-06-08,2021-09-04,cat05,scat05,5419
1748,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.0,24234.0,failed,245,US,USD,2020-06-07,2021-05-24,cat04,scat04,4171
3168,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400.0,2809.0,failed,32,US,USD,2021-01-12,2021-12-22,cat02,scat08,1302
1077,Peterson PLC,User-friendly discrete benchmark,2100.0,11469.0,successful,142,US,USD,2021-02-03,2021-04-10,cat05,scat05,3520
3114,Townsend Ltd,Grass-roots actuating policy,2800.0,8014.0,successful,85,US,USD,2021-01-27,2021-05-15,cat04,scat04,6010
2547,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,514.0,failed,7,US,USD,2021-08-12,2021-11-18,cat04,scat04,4617
2065,Salazar-Dodson,Face-to-face zero tolerance moderator,32900.0,43473.0,successful,659,DK,DKK,2021-03-20,2021-09-25,cat06,scat014,1417
1143,Davis Ltd,Grass-roots optimizing projection,118200.0,87560.0,failed,803,US,USD,2021-07-17,2021-11-18,cat04,scat04,4770
2545,Harris-Perry,User-centric 6thgeneration attitude,4100.0,3087.0,canceled,75,US,USD,2021-03-05,2021-07-26,cat02,scat08,4328
1315,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800.0,1586.0,failed,16,US,USD,2021-03-28,2021-04-23,cat07,scat012,5171
2219,Flores PLC,Focused real-time help-desk,6300.0,12812.0,successful,121,US,USD,2020-12-09,2021-05-09,cat04,scat04,4394
854,Martinez LLC,Robust impactful approach,59100.0,183345.0,successful,3742,US,USD,2020-12-31,2022-02-06,cat04,scat04,1794
336,Miller-Irwin,Secured maximized policy,2200.0,8697.0,successful,223,US,USD,2021-11-26,2021-12-02,cat02,scat02,3510
3014,Sanchez-Morgan,Realigned upward-trending strategy,1400.0,4126.0,successful,133,US,USD,2020-06-04,2021-04-11,cat05,scat05,2487
326,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,3220.0,failed,31,US,USD,2021-07-10,2021-08-03,cat04,scat04,2215
2991,Martin-Marshall,Configurable demand-driven matrix,9600.0,6401.0,failed,108,IT,EUR,2020-12-19,2021-10-06,cat01,scat01,4136
1359,Summers PLC,Cross-group coherent hierarchy,6600.0,1269.0,failed,30,US,USD,2020-07-31,2021-03-22,cat04,scat04,3723
341,"Young, Hart and Ryan",Decentralized demand-driven open system,5700.0,903.0,failed,17,US,USD,2021-07-29,2021-09-25,cat02,scat02,5842
2365,Mills Group,Advanced empowering matrix,8400.0,3251.0,canceled,64,US,USD,2020-03-24,2021-02-22,cat03,scat03,3289
358,Sandoval-Powell,Phased holistic implementation,84400.0,8092.0,failed,80,US,USD,2021-05-09,2021-08-03,cat06,scat014,1249
583,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400.0,160422.0,failed,2468,US,USD,2021-05-30,2021-09-09,cat05,scat013,5409
1373,Hebert Group,Visionary asymmetric Graphical User Interface,117900.0,196377.0,successful,5168,US,USD,2021-03-18,2021-03-22,cat04,scat04,2951
2665,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900.0,2148.0,failed,26,GB,GBP,2021-05-03,2022-01-25,cat05,scat05,3432
2500,"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,11648.0,successful,307,US,USD,2021-04-18,2021-08-28,cat04,scat04,2297
921,Saunders Group,Programmable systemic implementation,6500.0,5897.0,failed,73,US,USD,2020-05-31,2021-01-31,cat04,scat04,6161
135,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200.0,3326.0,failed,128,US,USD,2020-05-27,2021-04-14,cat05,scat011,4603
2413,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,1002.0,failed,33,US,USD,2020-04-10,2021-04-15,cat04,scat04,5818
3004,Young PLC,Innovative well-modulated functionalities,98700.0,131826.0,successful,2441,US,USD,2020-09-01,2021-05-03,cat02,scat02,4270
1911,Willis and Sons,Fundamental incremental database,93800.0,21477.0,live,211,US,USD,2021-04-06,2021-06-16,cat07,scat012,6007
2726,Thompson-Bates,Expanded encompassing open architecture,33700.0,62330.0,successful,1385,GB,GBP,2021-01-05,2021-04-18,cat05,scat05,4084
2049,Rose-Silva,Intuitive static portal,3300.0,14643.0,successful,190,US,USD,2021-01-30,2021-06-25,cat01,scat01,1340
1732,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,41396.0,successful,470,US,USD,2020-07-30,2021-03-22,cat03,scat09,5675
1174,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,11900.0,successful,253,US,USD,2020-10-28,2021-05-02,cat04,scat04,2010
1194,Mcgee Group,Assimilated discrete algorithm,66200.0,123538.0,successful,1113,US,USD,2020-06-27,2021-05-04,cat02,scat02,6201
3176,Jordan-Acosta,Operative uniform hub,173800.0,198628.0,successful,2283,US,USD,2020-02-27,2021-02-12,cat02,scat02,1791
642,Nunez Inc,Customizable intangible capability,70700.0,68602.0,failed,1072,US,USD,2020-11-06,2021-07-21,cat02,scat02,3314
34,Hayden Ltd,Innovative didactic analyzer,94500.0,116064.0,successful,1095,US,USD,2020-06-17,2021-07-08,cat04,scat04,5852
217,Gonzalez-Burton,Decentralized intangible encoding,69800.0,125042.0,successful,1690,US,USD,2020-12-20,2021-04-27,cat04,scat04,4618
1693,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.0,108974.0,canceled,1297,CA,CAD,2021-02-07,2022-02-10,cat04,scat04,2618
2333,"Butler, Henry and Espinoza",Switchable didactic matrices,37100.0,34964.0,failed,393,US,USD,2021-04-03,2021-12-23,cat08,scat015,4967
80,Guzman Group,Ameliorated disintermediate utilization,114300.0,96777.0,failed,1257,US,USD,2021-02-10,2021-09-22,cat02,scat08,4594
2847,Gibson-Hernandez,Visionary foreground middleware,47900.0,31864.0,failed,328,US,USD,2021-02-17,2021-06-09,cat04,scat04,2080
3104,Spencer-Weber,Optional zero-defect task-force,9000.0,4853.0,failed,147,US,USD,2020-12-05,2021-07-13,cat04,scat04,2793
980,"Berger, Johnson and Marshall",Devolved exuding emulation,197600.0,82959.0,failed,830,US,USD,2020-12-12,2021-06-18,cat07,scat012,4890
476,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600.0,23159.0,failed,331,GB,GBP,2021-04-06,2021-08-09,cat05,scat07,3528
116,Little-Marsh,Virtual attitude-oriented migration,8000.0,2758.0,failed,25,US,USD,2021-10-07,2021-12-28,cat02,scat08,5810
2900,Petersen and Sons,Open-source full-range portal,900.0,12607.0,successful,191,US,USD,2021-05-03,2022-02-13,cat03,scat03,5720
553,Hensley Ltd,Versatile cohesive open system,199000.0,142823.0,failed,3483,US,USD,2021-07-27,2021-11-21,cat01,scat01,4593
2834,Navarro and Sons,Multi-layered bottom-line frame,180800.0,95958.0,failed,923,US,USD,2021-05-27,2021-06-01,cat04,scat04,3186
2314,Shannon Ltd,Pre-emptive neutral capacity,100.0,5.0,failed,1,US,USD,2021-01-19,2021-07-25,cat02,scat018,5136
2005,Young LLC,Universal maximized methodology,74100.0,94631.0,successful,2013,US,USD,2021-09-12,2021-10-05,cat02,scat02,2646
2514,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,977.0,failed,33,CA,CAD,2021-04-25,2021-07-05,cat04,scat04,3460
702,Mills-Roy,Profit-focused multi-tasking access,33600.0,137961.0,successful,1703,US,USD,2020-07-25,2021-04-16,cat04,scat04,4345
42,Brown Group,Profit-focused transitional capability,6100.0,7548.0,successful,80,DK,DKK,2020-11-22,2021-04-06,cat05,scat05,2690
948,Burns-Burnett,Front-line scalable definition,3800.0,2241.0,live,86,US,USD,2020-08-28,2021-05-19,cat03,scat09,4025
2926,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,3431.0,failed,40,IT,EUR,2021-10-12,2022-01-18,cat04,scat04,4524
1971,"Perez, Davis and Wilson",Implemented tangible algorithm,2300.0,4253.0,successful,41,US,USD,2020-10-20,2021-08-25,cat07,scat012,3978
748,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700.0,1146.0,failed,23,CA,CAD,2021-03-05,2021-03-14,cat08,scat015,3910
684,Salazar-Moon,Compatible needs-based architecture,4000.0,11948.0,successful,187,US,USD,2020-09-03,2021-07-16,cat05,scat011,5825
385,Larsen-Chung,Right-sized zero tolerance migration,59700.0,135132.0,successful,2875,GB,GBP,2020-12-28,2021-12-26,cat04,scat04,3564
3007,Anderson and Sons,Quality-focused reciprocal structure,5500.0,9546.0,successful,88,US,USD,2021-03-07,2021-05-28,cat04,scat04,2396
2612,Lawrence Group,Automated actuating conglomeration,3700.0,13755.0,successful,191,US,USD,2021-04-23,2022-01-26,cat02,scat02,2140
807,Gray-Davis,Re-contextualized local initiative,5200.0,8330.0,successful,139,US,USD,2021-03-12,2021-10-07,cat02,scat02,3079
2087,Ramirez-Myers,Switchable intangible definition,900.0,14547.0,successful,186,US,USD,2020-11-25,2021-10-16,cat02,scat08,2017
53,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,11735.0,successful,112,AU,AUD,2021-07-24,2021-09-11,cat04,scat04,5444
2944,"Williams, Perez and Villegas",Robust directional system engine,1800.0,10658.0,successful,101,US,USD,2021-01-25,2021-07-21,cat04,scat04,2216
2963,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,1870.0,failed,75,US,USD,2021-05-12,2022-01-18,cat04,scat04,1241
2976,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200.0,14394.0,successful,206,GB,GBP,2021-07-05,2021-10-15,cat05,scat05,1484
3051,Smith-Gonzalez,Polarized needs-based approach,5400.0,14743.0,successful,154,US,USD,2021-03-30,2021-06-02,cat05,scat020,3475
2777,Skinner PLC,Intuitive well-modulated middleware,112300.0,178965.0,successful,5966,US,USD,2021-07-01,2021-08-19,cat04,scat04,4333
3064,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.0,128410.0,failed,2176,US,USD,2021-10-19,2021-10-24,cat04,scat04,5657
56,Green-Carr,Pre-emptive bifurcated artificial intelligence,900.0,14324.0,successful,169,US,USD,2021-05-15,2021-12-02,cat05,scat05,2527
763,Brown-Parker,Down-sized coherent toolset,22500.0,164291.0,successful,2106,US,USD,2021-01-23,2021-06-25,cat04,scat04,5967
896,Marshall Inc,Open-source multi-tasking data-warehouse,167400.0,22073.0,failed,441,US,USD,2021-03-10,2021-04-06,cat05,scat05,5698
1409,Leblanc-Pineda,Future-proofed upward-trending contingency,2700.0,1479.0,failed,25,US,USD,2021-08-13,2021-11-21,cat02,scat08,3331
2889,Perry PLC,Mandatory uniform matrix,3400.0,12275.0,successful,131,US,USD,2020-06-23,2021-05-10,cat02,scat02,3841
2338,"Klein, Stark and Livingston",Phased methodical initiative,49700.0,5098.0,failed,127,US,USD,2021-01-17,2021-12-09,cat04,scat04,6105
2905,Fleming-Oliver,Managed stable function,178200.0,24882.0,failed,355,US,USD,2021-02-10,2021-07-26,cat05,scat05,3895
1779,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.0,2912.0,failed,44,GB,GBP,2020-07-18,2021-01-31,cat04,scat04,1891
2291,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.0,4008.0,successful,84,US,USD,2020-12-26,2021-04-04,cat04,scat04,1281
3192,"Michael, Anderson and Vincent",Cross-group global moratorium,5300.0,9749.0,successful,155,US,USD,2020-12-08,2021-09-05,cat04,scat04,4186
1696,King Ltd,Visionary systemic process improvement,9100.0,5803.0,failed,67,US,USD,2021-03-29,2021-06-11,cat08,scat015,2511
1559,Baker Ltd,Progressive intangible flexibility,6300.0,14199.0,successful,189,US,USD,2021-04-18,2021-12-22,cat01,scat01,4272
1405,"Baker, Collins and Smith",Reactive real-time software,114400.0,196779.0,successful,4799,US,USD,2021-09-13,2021-12-16,cat05,scat05,3533
521,Warren-Harrison,Programmable incremental knowledge user,38900.0,56859.0,successful,1137,US,USD,2020-04-20,2021-01-21,cat06,scat010,3618
